file,broker,company,rating,broker_clean
-2147478693.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147478699.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478698.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478697.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478701.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478700.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147478702.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478708.pdf,YES Securities,CARE Ratings Limited,ADD,YES Securities
-2147478709.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478710.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478706.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478716.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147478715.pdf,Systematix Research,UNKNOWN,ADD,Systematix Research
-2147478711.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478717.pdf,HSIE Research,UNKNOWN,SELL,HSIE Research
-2147478719.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478721.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478724.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478722.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478730.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478727.pdf,VP Research,UNKNOWN,BUY,VP Research
-2147478726.pdf,Axis Securities,JTL Industries Ltd,BUY,Axis Securities
-2147478725.pdf,HSIE Research,Thermax Ltd,BUY,HSIE Research
-2147478738.pdf,Systematix Research,India Shelter Finance Corp,UNKNOWN,Systematix Research
-2147478735.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478732.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478734.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478737.pdf,Anand Rathi Research,ADF Foods Ltd,BUY,Anand Rathi Research
-2147478733.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478744.pdf,IDBI Capital,Chalet Hotels Ltd,HOLD,IDBI Capital
-2147478739.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478742.pdf,VP Research,UNKNOWN,REDUCE,VP Research
-2147478741.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478753.pdf,HSIE Research,UNKNOWN,REDUCE,HSIE Research
-2147478751.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478758.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478754.pdf,HSIE Research,Siemens India Ltd,BUY,HSIE Research
-2147478756.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478757.pdf,YES Securities,Bajaj Electricals Ltd,NEUTRAL,YES Securities
-2147478759.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478760.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478764.pdf,VP Research,UNKNOWN,SELL,VP Research
-2147478763.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478761.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478766.pdf,Systematix Research,Dixon Technologies,SELL,Systematix Research
-2147478768.pdf,Axis Securities,Jyothy Labs Ltd,BUY,Axis Securities
-2147478774.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478771.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147478775.pdf,IDBI Capital,Somany Ceramics Ltd,BUY,IDBI Capital
-2147478773.pdf,Axis Securities,Bharti Airtel Ltd,BUY,Axis Securities
-2147478781.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147478780.pdf,Axis Securities,Man Infraconstruction Ltd,BUY,Axis Securities
-2147478779.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147478777.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147478786.pdf,YES Securities,Mahindra & Mahindra Ltd,ADD,YES Securities
-2147478787.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147478794.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478800.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478801.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478798.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478796.pdf,VP Research,UNKNOWN,ACCUMULATE,VP Research
-2147478797.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478802.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478803.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478807.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478806.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478805.pdf,IDBI Capital,Nilkamal Ltd,HOLD,IDBI Capital
-2147478808.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478809.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478817.pdf,Equities Research,Hindustan Aeronautics Ltd,BUY,Equities Research
-2147478818.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147478824.pdf,Systematix Research,Avalon Technologies,HOLD,Systematix Research
-2147478823.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147478827.pdf,Head of Research,UNKNOWN,ACCUMULATE,Head of Research
-2147478829.pdf,Systematix Research,Jindal Stainless Limited,UNKNOWN,Systematix Research
-2147478831.pdf,Equities Research,Rajasthan Explosives and Chemicals Limited,ACCUMULATE,Equities Research
-2147478835.pdf,NBIE Research,UNKNOWN,SELL,NBIE Research
-2147478841.pdf,YES Securities,Whirlpool of India Ltd,BUY,YES Securities
-2147478846.pdf,Axis Securities,Archean Chemical Industries Ltd,BUY,Axis Securities
-2147478845.pdf,Axis Securities,Pitti Engineering Ltd,BUY,Axis Securities
-2147478847.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147478850.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478851.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478848.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478849.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478854.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478857.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478852.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478855.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478859.pdf,NBIE Research,UNKNOWN,BUY,NBIE Research
-2147478864.pdf,Axis Securities,Ujjivan Small Finance Bank Ltd,BUY,Axis Securities
-2147478866.pdf,YES Securities,Apollo Pipes Ltd,BUY,YES Securities
-2147478870.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478868.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478871.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478873.pdf,Director Research,Oil & Natural Gas Corp,ACCUMULATE,Director Research
-2147478872.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147478877.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478875.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147478876.pdf,IDBI Capital,UNKNOWN,SELL,IDBI Capital
-2147478878.pdf,YES Securities,Corporation Ltd,BUY,YES Securities
-2147478879.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147478881.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478884.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478883.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147478888.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147478886.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147478889.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478887.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147478895.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478897.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147478892.pdf,Axis Securities,Minda Corporation Ltd,BUY,Axis Securities
-2147478898.pdf,YES Securities,Greenply Industries Ltd,BUY,YES Securities
-2147478899.pdf,IDBI Capital,JK Paper Ltd,BUY,IDBI Capital
-2147478900.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478902.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147478906.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147478909.pdf,Equities Research,Shree Cements Ltd,BUY,Equities Research
-2147478914.pdf,Axis Securities,ITC Ltd,BUY,Axis Securities
-2147478911.pdf,YES Securities,ITC Ltd,ADD,YES Securities
-2147478908.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147478917.pdf,YES Securities,Carysil Ltd,BUY,YES Securities
-2147478915.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147478921.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478920.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478919.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478924.pdf,Director Research,UNKNOWN,ADD,Director Research
-2147478923.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147478925.pdf,Systematix Research,Food Corp,BUY,Systematix Research
-2147478928.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478926.pdf,Axis Securities,PI Industries Ltd,BUY,Axis Securities
-2147478934.pdf,Equities Research,Shree Cements Ltd,BUY,Equities Research
-2147478932.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478936.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478935.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147478939.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478937.pdf,Axis Securities,UNKNOWN,BUY,Axis Securities
-2147478938.pdf,YES Securities,Hindalco Industries Ltd,BUY,YES Securities
-2147478946.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478945.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478944.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478952.pdf,Equities Research,Stove Kraft Ltd,REDUCE,Equities Research
-2147478960.pdf,Working Capital,Astra Microwave Products Ltd,BUY,Working Capital
-2147478959.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478962.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478958.pdf,YES Securities,Century Plyboards Ltd,REDUCE,YES Securities
-2147478963.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478965.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478968.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478970.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147478967.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478969.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478976.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147478971.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147478973.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478972.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147478981.pdf,Systematix Research,Aditya Vision Ltd,BUY,Systematix Research
-2147478978.pdf,HSIE Research,UNKNOWN,REDUCE,HSIE Research
-2147478977.pdf,YES Securities,Life Insurance Corp,ADD,YES Securities
-2147478985.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478986.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478987.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478984.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478983.pdf,Axis Securities,Steel Strip Wheels Ltd,BUY,Axis Securities
-2147478990.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478989.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478993.pdf,YES Securities,UNKNOWN,REDUCE,YES Securities
-2147478996.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147478997.pdf,Axis Securities,J Kumar Infraprojects Ltd,BUY,Axis Securities
-2147478995.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147478998.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478999.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147479000.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479001.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479004.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479002.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479003.pdf,YES Securities,Greenlam Industries Ltd,SELL,YES Securities
-2147479008.pdf,YES Securities,ICRA Limited,BUY,YES Securities
-2147479010.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147479013.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147479011.pdf,HSIE Research,Cummins India Ltd,BUY,HSIE Research
-2147479014.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147479018.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479016.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147479017.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147479020.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147479024.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479019.pdf,Nirmal Bang Institutional Equities Research,IndusInd Bank,BUY,Nirmal Bang Institutional Equities Research
-2147479025.pdf,Systematix Research,EPL Limited,BUY,Systematix Research
-2147479021.pdf,YES Securities,Hindware Home Innovation Ltd,BUY,YES Securities
-2147479023.pdf,Axis Securities,Automotive Axles Ltd,BUY,Axis Securities
-2147479033.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479028.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479030.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147479029.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479032.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479040.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479038.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479036.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147479039.pdf,YES Securities,Tata Steel Ltd,ADD,YES Securities
-2147479034.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479037.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147479044.pdf,Systematix Research,Praj Industries Ltd,BUY,Systematix Research
-2147479043.pdf,Director Research,UNKNOWN,ADD,Director Research
-2147479051.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479050.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479047.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147479056.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479054.pdf,Axis Securities,Heidelberg Cement India Limited,BUY,Axis Securities
-2147479055.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147479059.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479057.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479058.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479067.pdf,YES Securities,Oil India Limited,BUY,YES Securities
-2147479066.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147479068.pdf,Director Research,Birla Corp,UNKNOWN,Director Research
-2147479071.pdf,Systematix Research,Suzlon Energy Ltd,UNKNOWN,Systematix Research
-2147479074.pdf,HSIE Research,State Bank,BUY,HSIE Research
-2147479078.pdf,Systematix Research,Asian Paints Ltd,BUY,Systematix Research
-2147479080.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147479079.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147479076.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147479083.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147479082.pdf,Equities Research,UNKNOWN,REDUCE,Equities Research
-2147479085.pdf,Axis Securities,Pitti Engineering Ltd,BUY,Axis Securities
-2147479091.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479090.pdf,Head of Research,UNKNOWN,BUY,Head of Research
-2147479089.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147479092.pdf,Axis Securities,HCL tech Ltd,BUY,Axis Securities
-2147479095.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479097.pdf,Systematix Research,Unison Enviro Pvt Ltd,HOLD,Systematix Research
-2147479099.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479105.pdf,Nirmal Bang Institutional Equities Research,GAIL Ltd,BUY,Nirmal Bang Institutional Equities Research
-2147479103.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479104.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479106.pdf,Axis Securities,Zensar Technologies Ltd,SELL,Axis Securities
-2147479107.pdf,Systematix Research,Zensar Technologies,ADD,Systematix Research
-2147479111.pdf,YES Securities,APL Apollo Tubes Ltd,BUY,YES Securities
-2147479109.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147479117.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147479116.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479120.pdf,Head of Research,UNKNOWN,BUY,Head of Research
-2147479123.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479124.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479122.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479125.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479130.pdf,Equities Research,Paras Defence & Space Technologies,BUY,Equities Research
-2147479126.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479133.pdf,YES Securities,Mahanagar Gas Ltd,BUY,YES Securities
-2147479132.pdf,NBIE Research,UNKNOWN,ACCUMULATE,NBIE Research
-2147479134.pdf,ICICI Securities,ICICI Securities Limited,NEUTRAL,ICICI Securities
-2147479136.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147479142.pdf,NBIE Research,We hosted the management of Sun Pharma Ltd,ACCUMULATE,NBIE Research
-2147479137.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147479139.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147479138.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147479146.pdf,Systematix Research,Indian Bank,BUY,Systematix Research
-2147479148.pdf,HSIE Research,UNKNOWN,REDUCE,HSIE Research
-2147479153.pdf,HSIE Research,Mahindra Lifespaces Developers Ltd,BUY,HSIE Research
-2147479152.pdf,Equities Research,Penna Cement Industries Ltd,BUY,Equities Research
-2147479154.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147479156.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147479159.pdf,Systematix Research,Zen Technologies,UNKNOWN,Systematix Research
-2147479167.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479165.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147479166.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147479162.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147479170.pdf,Axis Securities,Vedanta Ltd,SELL,Axis Securities
-2147479172.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147479180.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,UNKNOWN,Nirmal Bang Institutional Equities Research
