file,broker,company,rating,broker_clean
-2147480073.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147480078.pdf,Systematix Research,Patanjali Foods Limited,BUY,Systematix Research
-2147480081.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480077.pdf,Axis  Securities,Ahluwalia Contracts India Ltd,BUY,Axis  Securities
-2147480079.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147480086.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480087.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480088.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480085.pdf,AVP Research,UNKNOWN,REDUCE,AVP Research
-2147480089.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480092.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480091.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480094.pdf,Axis Securities,Pitti Engineering Ltd,BUY,Axis Securities
-2147480097.pdf,Axis Securities,Arihant Superstructure Ltd,UNKNOWN,Axis Securities
-2147480103.pdf,Director Research,Nazara Technologies,BUY,Director Research
-2147480100.pdf,Axis Securities,Ethos Ltd,BUY,Axis Securities
-2147480101.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147480105.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480112.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480109.pdf,Head of Research,UNKNOWN,BUY,Head of Research
-2147480107.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480110.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480115.pdf,Director Research,Emami Limited,UNKNOWN,Director Research
-2147480119.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147480113.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147480114.pdf,Anand Rathi Research,Vishnu Prakash R Punglia Ltd,BUY,Anand Rathi Research
-2147480116.pdf,AVP Research,UNKNOWN,UNKNOWN,AVP Research
-2147480121.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480120.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480123.pdf,NBIE Research,UNKNOWN,BUY,NBIE Research
-2147480128.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480132.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480130.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480131.pdf,Equities Research,Prefer well capitalized Private Bank,BUY,Equities Research
-2147480141.pdf,AVP Research,Johari Digital Healthcare Ltd,UNKNOWN,AVP Research
-2147480135.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480140.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147480147.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480143.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480144.pdf,Equities Research,UNKNOWN,ACCUMULATE,Equities Research
-2147480146.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147480149.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480148.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480150.pdf,HSIE Research,We upgrade Ami Organics Ltd,BUY,HSIE Research
-2147480156.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480154.pdf,Head of Research,UNKNOWN,BUY,Head of Research
-2147480153.pdf,YES Securities,Relaxo Footwears Ltd,SELL,YES Securities
-2147480155.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480159.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480158.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480166.pdf,NBIE Research,UNKNOWN,UNKNOWN,NBIE Research
-2147480164.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147480168.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480165.pdf,Equities Research,Data Patterns India Ltd,BUY,Equities Research
-2147480174.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147480173.pdf,ICICI Securities,ICICI Securities Limited,REDUCE,ICICI Securities
-2147480172.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480179.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480176.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147480182.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480187.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147480190.pdf,IDBI Capital,YoY ex HDFC Ltd,BUY,IDBI Capital
-2147480191.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147480189.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480197.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147480196.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480199.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480205.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480201.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480200.pdf,Equities Research,Data Patterns India Ltd,BUY,Equities Research
-2147480204.pdf,Equities Research,Cement Ltd,BUY,Equities Research
-2147480202.pdf,YES Securities,Bajaj Housing Finance Ltd,UNKNOWN,YES Securities
-2147480207.pdf,Nirmal Bang Institutional Equities Research,GSPL transmission Ltd,BUY,Nirmal Bang Institutional Equities Research
-2147480208.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480211.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480212.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480215.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480214.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147480217.pdf,Axis Securities,Maruti Suzuki India Limited,UNKNOWN,Axis Securities
-2147480220.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480218.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147480219.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480229.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480225.pdf,Nirmal Bang Institutional Equities Research,AU Small Finance Bank,BUY,Nirmal Bang Institutional Equities Research
-2147480224.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480230.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480231.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480238.pdf,HSIE Research,Federal Bank,BUY,HSIE Research
-2147480234.pdf,Director Research,Newgen Software Technologies,UNKNOWN,Director Research
-2147480241.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480240.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480245.pdf,YES Securities,Lloyds Metals & Energy Ltd,UNKNOWN,YES Securities
-2147480247.pdf,BFSI Research,UNKNOWN,UNKNOWN,BFSI Research
-2147480248.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480252.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480251.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480253.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480255.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480254.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147480258.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147480265.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147480260.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480261.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480264.pdf,YES Securities,SOM Distilleries & Breweries Ltd,HOLD,YES Securities
-2147480262.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480269.pdf,Nirmal Bang Institutional Equities Research,Happiest Minds Technologies Ltd,UNKNOWN,Nirmal Bang Institutional Equities Research
-2147480268.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480279.pdf,HSIE Research,UNKNOWN,SELL,HSIE Research
-2147480275.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480277.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480274.pdf,Axis Securities,Ahluwalia Contracts India Ltd,BUY,Axis Securities
-2147480285.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480291.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480298.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147480295.pdf,YES Securities,Gillette India Ltd,BUY,YES Securities
-2147480302.pdf,HSIE Research,Mr Sanjay Bank,UNKNOWN,HSIE Research
-2147480300.pdf,YES Securities,ICRA Limited,BUY,YES Securities
-2147480301.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147480305.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480306.pdf,YES Securities,UNKNOWN,SELL,YES Securities
-2147480307.pdf,Nirmal Bang Institutional Equities Research,ICICI Bank,BUY,Nirmal Bang Institutional Equities Research
-2147480311.pdf,CVC Capital,UNKNOWN,HOLD,CVC Capital
-2147480317.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480314.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480315.pdf,ICICI Securities,ICICI Securities Limited,OUTPERFORM,ICICI Securities
-2147480312.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480320.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480323.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480327.pdf,YES Securities,Karur Vysya Bank,BUY,YES Securities
-2147480330.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480333.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480334.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147480337.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480336.pdf,Axis Securities,MAS Financial Services Ltd,BUY,Axis Securities
-2147480341.pdf,YES Securities,Cera Sanitaryware Ltd,BUY,YES Securities
-2147480345.pdf,IDBI Capital,HDFC Bank,BUY,IDBI Capital
-2147480343.pdf,HSIE Research,Birla Corp,BUY,HSIE Research
-2147480340.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480349.pdf,Systematix Research,UNKNOWN,UNKNOWN,Systematix Research
-2147480351.pdf,Head of Research,Berger Paints India Ltd,HOLD,Head of Research
-2147480348.pdf,HSIE Research,UNKNOWN,UNKNOWN,HSIE Research
-2147480354.pdf,YES Securities,Oil India Limited,BUY,YES Securities
-2147480356.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147480358.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480355.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480361.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147480363.pdf,HSIE Research,Vodafone Idea Limited,BUY,HSIE Research
-2147480365.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147480366.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480368.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480364.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480374.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480372.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480373.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480370.pdf,Director Research,HDFC and Yes Bank,BUY,Director Research
-2147480369.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147480378.pdf,YES Securities,NMDC Ltd,ADD,YES Securities
-2147480379.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480376.pdf,ICICI Securities,ICICI Securities Limited,SELL,ICICI Securities
-2147480385.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480383.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480382.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147480384.pdf,Dolat Capital,UNKNOWN,UNKNOWN,Dolat Capital
-2147480390.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480394.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480396.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480401.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480397.pdf,IDBI Capital,Cyient Ltd,HOLD,IDBI Capital
-2147480398.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480403.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480400.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480409.pdf,Director Research,Core Bank,BUY,Director Research
-2147480405.pdf,Axis Securities,UNKNOWN,UNKNOWN,Axis Securities
-2147480410.pdf,Equities Research,UNKNOWN,HOLD,Equities Research
-2147480407.pdf,NBIE Research,UNKNOWN,BUY,NBIE Research
-2147480414.pdf,Axis Securities,UNKNOWN,UNKNOWN,Axis Securities
-2147480417.pdf,HSIE Research,Organics Pvt Ltd,SELL,HSIE Research
-2147480416.pdf,Director Research,UNKNOWN,UNKNOWN,Director Research
-2147480418.pdf,NBIE Research,PVRINOX Ltd,REDUCE,NBIE Research
-2147480419.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480422.pdf,Director Research,UNKNOWN,UNKNOWN,Director Research
-2147480420.pdf,YES Securities,UNKNOWN,HOLD,YES Securities
-2147480424.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480427.pdf,YES Securities,Coal India Ltd,BUY,YES Securities
-2147480431.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480425.pdf,Axis Securities,UNKNOWN,OUTPERFORM,Axis Securities
-2147480437.pdf,Head of Research,UNKNOWN,UNKNOWN,Head of Research
-2147480435.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480433.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480436.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480438.pdf,Axis Securities,UNKNOWN,REDUCE,Axis Securities
-2147480432.pdf,Axis Securities,UNKNOWN,BUY,Axis Securities
-2147480439.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480446.pdf,Axis Securities,UNKNOWN,UNKNOWN,Axis Securities
-2147480441.pdf,Systematix Research,Inox Wind Limited,BUY,Systematix Research
-2147480444.pdf,Head of Research,UNKNOWN,OUTPERFORM,Head of Research
-2147480445.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480448.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480449.pdf,Head of Research,UNKNOWN,UNKNOWN,Head of Research
-2147480447.pdf,India Equity Institutional Research,E Bank,UNKNOWN,India Equity Institutional Research
-2147480450.pdf,Axis Securities,UNKNOWN,OUTPERFORM,Axis Securities
-2147480454.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147480453.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147480457.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480458.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480455.pdf,HSIE Research,UNKNOWN,REDUCE,HSIE Research
-2147480456.pdf,HSIE Research,UNKNOWN,ADD,HSIE Research
-2147480460.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480463.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480466.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480468.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147480472.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480467.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480470.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147480474.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480476.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480479.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480478.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480477.pdf,HSIE Research,UNKNOWN,SELL,HSIE Research
-2147480484.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480481.pdf,ICICI Securities,ICICI Securities Limited,UNKNOWN,ICICI Securities
-2147480485.pdf,Director Research,HCL Technologies,REDUCE,Director Research
-2147480483.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480486.pdf,Director Research,UNKNOWN,UNKNOWN,Director Research
-2147480482.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480490.pdf,IDBI Capital,HCL Technologies,HOLD,IDBI Capital
-2147480488.pdf,HSIE Research,HCL Technologies,ADD,HSIE Research
-2147480492.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480493.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480496.pdf,Ugro Capital,UNKNOWN,BUY,Ugro Capital
-2147480495.pdf,HSIE Research,For Hero MotoCorp,BUY,HSIE Research
-2147480494.pdf,YES Securities,Happy Forgings Ltd,ADD,YES Securities
-2147480498.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147480499.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147480502.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480500.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480504.pdf,Axis Securities,UNKNOWN,BUY,Axis Securities
-2147480503.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480508.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147480506.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147480505.pdf,BFSI Research,UNKNOWN,UNKNOWN,BFSI Research
-2147480507.pdf,Director Research,Sudarshan Chemical Industries Limited,BUY,Director Research
-2147480516.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147480512.pdf,YES Securities,Regular and Limited,ADD,YES Securities
-2147480517.pdf,IDBI Capital,Newgen Software Technologies,SELL,IDBI Capital
-2147480513.pdf,YES Securities,Angel One Limited,BUY,YES Securities
-2147480515.pdf,Institutional Research,HDFC Asset Management Company Ltd,REDUCE,Institutional Research
-2147480521.pdf,YES Securities,Bajaj Auto Ltd,ADD,YES Securities
-2147480520.pdf,HSIE Research,UNKNOWN,SELL,HSIE Research
-2147480519.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147480518.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480527.pdf,Axis Securities,We believe credit growth amongst Public Sector Bank,HOLD,Axis Securities
-2147480528.pdf,India Equity Institutional Research,UNKNOWN,UNKNOWN,India Equity Institutional Research
-2147480525.pdf,Axis Securities,L&T Technologies Ltd,HOLD,Axis Securities
-2147480529.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480532.pdf,Institutional Research,UNKNOWN,REDUCE,Institutional Research
-2147480539.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147480534.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147480536.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147480538.pdf,HSIE Research,Axis Bank,ADD,HSIE Research
-2147480544.pdf,Director Research,Axis Bank,ACCUMULATE,Director Research
-2147480541.pdf,Systematix Research,Axis Bank,HOLD,Systematix Research
-2147480543.pdf,YES Securities,Axis Bank Ltd,BUY,YES Securities
-2147480542.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147480548.pdf,YES Securities,Karur Vysya Bank Ltd,BUY,YES Securities
-2147480546.pdf,Director Research,UNKNOWN,REDUCE,Director Research
-2147480551.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147480550.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480556.pdf,YES Securities,Nestle India Ltd,ADD,YES Securities
-2147480558.pdf,Institutional Research,UNKNOWN,ADD,Institutional Research
-2147480557.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147480561.pdf,HDFC Securities,HDFC Bank,BUY,HDFC Securities
-2147480559.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147480565.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147480563.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147480562.pdf,Kotak Securities,Kotak Mahindra Bank,NEUTRAL,Kotak Securities
-2147480568.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147480569.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147480570.pdf,Director Research,RBL Bank,ACCUMULATE,Director Research
-2147480566.pdf,Director Research,UNKNOWN,BUY,Director Research
-2147480573.pdf,YES Securities,HDFC Bank,ADD,YES Securities
-2147480574.pdf,Director Research,SA rates and PL portfolio acquisition from Standard Chartered Bank,BUY,Director Research
-2147480576.pdf,Systematix Research,HDFC Bank,BUY,Systematix Research
-2147480575.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147480582.pdf,HSIE Research,Kotak Mahindra Bank,BUY,HSIE Research
-2147480583.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147480579.pdf,Institutional Research,UNKNOWN,ADD,Institutional Research
-2147480581.pdf,IDBI Capital,HDFC Bank,BUY,IDBI Capital
-2147480580.pdf,Director Research,HDFC Bank,ADD,Director Research
-2147480577.pdf,Systematix Research,Kotak Mahindra Bank,BUY,Systematix Research
-2147480589.pdf,HSIE Research,UNKNOWN,OUTPERFORM,HSIE Research
-2147480590.pdf,Systematix Research,UltraTech Cement Ltd,BUY,Systematix Research
-2147480585.pdf,Head of Research,Tata Consumer Products Ltd,BUY,Head of Research
-2147480587.pdf,YES Securities,Mahindra & Mahindra Ltd,BUY,YES Securities
-2147480596.pdf,Equities Research,UNKNOWN,BUY,Equities Research
-2147480592.pdf,Director Research,UNKNOWN,ADD,Director Research
-2147480595.pdf,Director Research,UNKNOWN,ACCUMULATE,Director Research
-2147480591.pdf,Director Research,City Union Bank,BUY,Director Research
-2147480597.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147480602.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147480600.pdf,YES Securities,City Union Bank,BUY,YES Securities
-2147480607.pdf,IDBI Capital,City Union Bank,BUY,IDBI Capital
-2147480606.pdf,YES Securities,Stylam Industries Ltd,BUY,YES Securities
-2147480608.pdf,Axis Securities,Dalmia Bharat Limited,BUY,Axis Securities
-2147480611.pdf,Director Research,UNKNOWN,SELL,Director Research
-2147478610.pdf,Axis Securities,Aarti Drugs Ltd,BUY,Axis Securities
-2147478609.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478607.pdf,ICICI Securities,ICICI Securities Limited,ADD,ICICI Securities
-2147478608.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478611.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478605.pdf,HSIE Research,UNKNOWN,HOLD,HSIE Research
-2147478617.pdf,HSIE Research,UNKNOWN,REDUCE,HSIE Research
-2147478612.pdf,VP Research,UNKNOWN,REDUCE,VP Research
-2147478619.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478621.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147478618.pdf,YES Securities,Max Financial Services Ltd,BUY,YES Securities
-2147478623.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478626.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147478630.pdf,Head of Research,UNKNOWN,BUY,Head of Research
-2147478634.pdf,YES Securities,Voltas Ltd,ADD,YES Securities
-2147478636.pdf,Systematix Research,UNKNOWN,SELL,Systematix Research
-2147478643.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147478639.pdf,HSIE Research,Hero MotoCorp,BUY,HSIE Research
-2147478638.pdf,YES Securities,Hero MotoCorp Ltd,ADD,YES Securities
-2147478644.pdf,YES Securities,UNKNOWN,BUY,YES Securities
-2147478641.pdf,IDBI Capital,Kajaria Ceramic Ltd,BUY,IDBI Capital
-2147478646.pdf,HSIE Research,UNKNOWN,BUY,HSIE Research
-2147478645.pdf,Piramal Capital,UNKNOWN,NEUTRAL,Piramal Capital
-2147478647.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478650.pdf,ICICI Securities,ICICI Securities Limited,BUY,ICICI Securities
-2147478651.pdf,Systematix Research,UNKNOWN,BUY,Systematix Research
-2147478648.pdf,Institutional Research,Macmillan Learning India and Puresoft Technologies,ADD,Institutional Research
-2147478654.pdf,Axis Securities,Apcotex Industries Ltd,HOLD,Axis Securities
-2147478656.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478652.pdf,ICICI Securities,ICICI Securities Limited,HOLD,ICICI Securities
-2147478657.pdf,Systematix Research,State Bank,BUY,Systematix Research
-2147478664.pdf,Systematix Research,Asian Paints Ltd,BUY,Systematix Research
-2147478663.pdf,HSIE Research,State Bank,BUY,HSIE Research
-2147478665.pdf,YES Securities,State Bank,BUY,YES Securities
-2147478666.pdf,YES Securities,Escorts Kubota Ltd,NEUTRAL,YES Securities
-2147478670.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147478672.pdf,Axis Securities,Asian Paints Ltd,HOLD,Axis Securities
-2147478669.pdf,NBIE Research,UNKNOWN,ACCUMULATE,NBIE Research
-2147478674.pdf,YES Securities,UNKNOWN,ADD,YES Securities
-2147478675.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478676.pdf,Axis Securities,Abbott India Ltd,BUY,Axis Securities
-2147478683.pdf,NBIE Research,UNKNOWN,BUY,NBIE Research
-2147478682.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
-2147478685.pdf,Nirmal Bang Institutional Equities Research,UNKNOWN,BUY,Nirmal Bang Institutional Equities Research
-2147478689.pdf,Systematix Research,UNKNOWN,HOLD,Systematix Research
-2147478686.pdf,YES Securities,UNKNOWN,REDUCE,YES Securities
-2147478688.pdf,IDBI Capital,UNKNOWN,HOLD,IDBI Capital
-2147478696.pdf,Axis Securities,Relaxo Footwears Ltd,BUY,Axis Securities
-2147478691.pdf,IDBI Capital,UNKNOWN,BUY,IDBI Capital
